# source_id	kind	status	crystal_refs	notes
src/ast/mod.rs::enum::AssertionKind	enum	partial	Regex::Syntax::AST::Assertion::Kind	Missing some variants (WordBoundaryStart, WordBoundaryEnd, WordBoundaryStartAngle, WordBoundaryEndAngle)
src/unicode_tables/script_extension.rs::const::MEROITIC_CURSIVE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MEROITIC_CURSIVE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MEROITIC_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MEROITIC_HIEROGLYPHS	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MIAO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MIAO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MODI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MODI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MONGOLIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MONGOLIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MRO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MRO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MULTANI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MULTANI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MYANMAR	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MYANMAR	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NABATAEAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NABATAEAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NAG_MUNDARI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NAG_MUNDARI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NANDINAGARI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NANDINAGARI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NEWA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NEWA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NEW_TAI_LUE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NEW_TAI_LUE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NKO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NKO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NUSHU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NUSHU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::NYIAKENG_PUACHUE_HMONG	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::NYIAKENG_PUACHUE_HMONG	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OGHAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OGHAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_HUNGARIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_HUNGARIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_ITALIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_ITALIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_NORTH_ARABIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_NORTH_ARABIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_PERMIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_PERMIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_PERSIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_PERSIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_SOGDIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_SOGDIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_SOUTH_ARABIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_SOUTH_ARABIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_TURKIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_TURKIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OLD_UYGHUR	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OLD_UYGHUR	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OL_CHIKI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OL_CHIKI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OL_ONAL	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OL_ONAL	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ORIYA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ORIYA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OSAGE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OSAGE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::OSMANYA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::OSMANYA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PAHAWH_HMONG	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PAHAWH_HMONG	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PALMYRENE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PALMYRENE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PAU_CIN_HAU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PAU_CIN_HAU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PHAGS_PA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PHAGS_PA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PHOENICIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PHOENICIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::PSALTER_PAHLAVI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::PSALTER_PAHLAVI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::REJANG	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::REJANG	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::RUNIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::RUNIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SAMARITAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SAMARITAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SAURASHTRA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SAURASHTRA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SHARADA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SHARADA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SHAVIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SHAVIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SIDDHAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SIDDHAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SIGNWRITING	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SIGNWRITING	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SINHALA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SINHALA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SOGDIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SOGDIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SORA_SOMPENG	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SORA_SOMPENG	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SOYOMBO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SOYOMBO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SUNDANESE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SUNDANESE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SUNUWAR	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SUNUWAR	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SYLOTI_NAGRI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SYLOTI_NAGRI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::SYRIAC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::SYRIAC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAGALOG	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAGALOG	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAGBANWA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAGBANWA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAI_LE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAI_LE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAI_THAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAI_THAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAI_VIET	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAI_VIET	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAKRI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAKRI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TAMIL	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TAMIL	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TANGSA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TANGSA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TANGUT	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TANGUT	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TELUGU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TELUGU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::THAANA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::THAANA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::THAI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::THAI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TIBETAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TIBETAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TIFINAGH	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TIFINAGH	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TIRHUTA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TIRHUTA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TODHRI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TODHRI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TOTO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TOTO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::TULU_TIGALARI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::TULU_TIGALARI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::UGARITIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::UGARITIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::VAI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::VAI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::VITHKUQI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::VITHKUQI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::WANCHO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::WANCHO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::WARANG_CITI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::WARANG_CITI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::YEZIDI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::YEZIDI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::YI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::YI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ZANABAZAR_SQUARE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ZANABAZAR_SQUARE	Generated script-extension Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::ATERM	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::ATERM	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::BY_NAME	Normalized sentence-break lookup table ported
src/unicode_tables/sentence_break.rs::const::CLOSE	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::CLOSE	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::CR	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::CR	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::EXTEND	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::EXTEND	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::FORMAT	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::FORMAT	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::LF	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::LF	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::LOWER	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::LOWER	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::NUMERIC	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::NUMERIC	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::OLETTER	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::OLETTER	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::SCONTINUE	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::SCONTINUE	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::SEP	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::SEP	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::SP	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::SP	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::STERM	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::STERM	Generated sentence-break Unicode table constant ported
src/unicode_tables/sentence_break.rs::const::UPPER	const	ported	Regex::Syntax::UnicodeTables::SentenceBreak::UPPER	Generated sentence-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::ALETTER	const	ported	Regex::Syntax::UnicodeTables::WordBreak::ALETTER	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::WordBreak::BY_NAME	Normalized word-break lookup table ported
src/unicode_tables/word_break.rs::const::CR	const	ported	Regex::Syntax::UnicodeTables::WordBreak::CR	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::DOUBLE_QUOTE	const	ported	Regex::Syntax::UnicodeTables::WordBreak::DOUBLE_QUOTE	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::EXTEND	const	ported	Regex::Syntax::UnicodeTables::WordBreak::EXTEND	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::EXTENDNUMLET	const	ported	Regex::Syntax::UnicodeTables::WordBreak::EXTENDNUMLET	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::FORMAT	const	ported	Regex::Syntax::UnicodeTables::WordBreak::FORMAT	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::HEBREW_LETTER	const	ported	Regex::Syntax::UnicodeTables::WordBreak::HEBREW_LETTER	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::KATAKANA	const	ported	Regex::Syntax::UnicodeTables::WordBreak::KATAKANA	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::LF	const	ported	Regex::Syntax::UnicodeTables::WordBreak::LF	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::MIDLETTER	const	ported	Regex::Syntax::UnicodeTables::WordBreak::MIDLETTER	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::MIDNUM	const	ported	Regex::Syntax::UnicodeTables::WordBreak::MIDNUM	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::MIDNUMLET	const	ported	Regex::Syntax::UnicodeTables::WordBreak::MIDNUMLET	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::NEWLINE	const	ported	Regex::Syntax::UnicodeTables::WordBreak::NEWLINE	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::NUMERIC	const	ported	Regex::Syntax::UnicodeTables::WordBreak::NUMERIC	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::REGIONAL_INDICATOR	const	ported	Regex::Syntax::UnicodeTables::WordBreak::REGIONAL_INDICATOR	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::SINGLE_QUOTE	const	ported	Regex::Syntax::UnicodeTables::WordBreak::SINGLE_QUOTE	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::WSEGSPACE	const	ported	Regex::Syntax::UnicodeTables::WordBreak::WSEGSPACE	Generated word-break Unicode table constant ported
src/unicode_tables/word_break.rs::const::ZWJ	const	ported	Regex::Syntax::UnicodeTables::WordBreak::ZWJ	Generated word-break Unicode table constant ported
src/utf8.rs::enum::Utf8Sequence	enum	ported	Regex::Syntax::Utf8::Utf8Sequence.one, Regex::Syntax::Utf8::Utf8Sequence.two, Regex::Syntax::Utf8::Utf8Sequence.three, Regex::Syntax::Utf8::Utf8Sequence.four	Rust enum variants modeled by a Crystal struct with arity-specific constructors
src/utf8.rs::func::as_slice	func	ported	Regex::Syntax::Utf8::Utf8Sequence#as_slice	Utf8Sequence exposes underlying byte-range slice
src/utf8.rs::func::len	func	ported	Regex::Syntax::Utf8::Utf8Sequence#len	Utf8Sequence reports byte-range arity
src/utf8.rs::func::matches	func	ported	Regex::Syntax::Utf8::Utf8Range#matches, Regex::Syntax::Utf8::Utf8Sequence#matches	Utf8 byte-range and sequence matching helpers ported
src/utf8.rs::func::new	func	ported	Regex::Syntax::Utf8::Utf8Range.new, Regex::Syntax::Utf8::Utf8Sequence.new	Utf8 range and sequence constructors ported
src/utf8.rs::func::reset	func	ported	Regex::Syntax::Utf8::Utf8Sequences#reset	Utf8 scalar-range iterator reset helper ported
src/utf8.rs::func::reverse	func	ported	Regex::Syntax::Utf8::Utf8Sequence#reverse, Regex::Syntax::Utf8::Utf8Sequence#reverse!	Utf8Sequence reversal helpers ported
src/utf8.rs::method::Utf8Sequences.new	method	ported	Regex::Syntax::Utf8::Utf8Sequences.new	Utf8 scalar-range iterator initializer ported
src/utf8.rs::struct::Utf8Range	struct	ported	Regex::Syntax::Utf8::Utf8Range	Utf8 byte-range value object ported
src/utf8.rs::struct::Utf8Sequences	struct	ported	Regex::Syntax::Utf8::Utf8Sequences	Utf8 scalar-range iterator ported
src/utf8.rs::test::bmp	test	ported	lib/regex-syntax/spec/utf8_spec.cr	BMP UTF-8 byte-sequence generation covered in Crystal UTF-8 specs
src/utf8.rs::test::codepoints_no_surrogates	test	ported	lib/regex-syntax/spec/utf8_spec.cr	Surrogate exclusion behavior covered in Crystal UTF-8 specs
src/utf8.rs::test::reverse	test	ported	lib/regex-syntax/spec/utf8_spec.cr	Utf8Sequence reversal behavior covered in Crystal UTF-8 specs
src/utf8.rs::test::single_codepoint_one_sequence	test	ported	lib/regex-syntax/spec/utf8_spec.cr	Single-codepoint sequence generation covered in Crystal UTF-8 specs
